fdp_mx,fdp_cpi,fdp_cpi_lasso,power_mx,power_cpi,power_cpi_lasso
0.9988393686165274,0.0,0.0,1.0,1.0,1.0
0.9988304093567252,0.0,0.0,1.0,1.0,1.0
0.9988465974625144,0.0,0.0,1.0,1.0,1.0
0.9988353133007221,0.0,0.0,1.0,1.0,1.0
0.9988306828811974,0.0,0.0,1.0,1.0,1.0
0.9988336832283649,0.0,0.0,1.0,1.0,1.0
0.9988336832283649,0.0,0.0,1.0,1.0,1.0
0.0,0.0,0.0,1.0,1.0,1.0
0.9988425925925926,0.0,0.0,1.0,1.0,1.0
0.9988390991409334,0.0,0.0,1.0,1.0,1.0
0.998825463941743,0.0,0.0,1.0,1.0,1.0
0.9988112220637185,0.0,0.0,1.0,1.0,1.0
0.9988399071925754,0.0,0.0,1.0,1.0,1.0
0.9988353133007221,0.0,0.0,1.0,1.0,1.0
0.9988185255198487,0.0,0.0,1.0,1.0,1.0
0.9988334111059263,0.0,0.0,1.0,1.0,1.0
0.9988251879699248,0.0,0.0,1.0,1.0,1.0
0.9988271170537181,0.0,0.0,1.0,1.0,1.0
0.998825463941743,0.0,0.0,1.0,1.0,1.0
0.9988455322096513,0.0,0.0,1.0,1.0,1.0
0.9988353133007221,0.0,0.0,1.0,1.0,1.0
0.9988295880149812,0.0,0.0,1.0,1.0,1.0
0.9988444649872891,0.0,0.0,1.0,1.0,1.0
0.9988409828465461,0.0,0.0,1.0,1.0,1.0
0.9988257397839361,0.0,0.0,1.0,1.0,1.0
