method,rho,fdr,power,score
CPI-knockoff,0.9,0.08333333333333333,0.22,0.7032617968172554
CPI-LS-knockoff,0.0,0.2537313432835821,1.0,0.6075741552530431
CPI-LS-knockoff,0.1,0.1935483870967742,1.0,0.6238247783197691
CPI-LS-knockoff,0.3,0.3333333333333333,1.0,0.6158456964670418
CPI-LS-knockoff,0.5,0.24242424242424243,1.0,0.6320126044452891
CPI-LS-knockoff,0.7,0.16071428571428573,0.94,0.6188924363123031
CPI-LS-knockoff,0.9,0.08333333333333333,0.22,0.7032617968172554
m-X-knockoff,0.0,0.2537313432835821,1.0,0.6789237454523296
m-X-knockoff,0.1,0.15254237288135594,1.0,0.6541623414354176
m-X-knockoff,0.3,0.18333333333333332,0.98,0.6887611602567769
m-X-knockoff,0.5,0.1694915254237288,0.98,0.635467529715555
m-X-knockoff,0.7,0.10416666666666667,0.86,0.66673316066465
m-X-knockoff,0.9,0.0,0.0,0.6266927571286456
CPI-knockoff,0.0,0.18032786885245902,1.0,0.6194622996861349
CPI-knockoff,0.1,0.16666666666666666,1.0,0.6295694833893608
CPI-knockoff,0.3,0.0392156862745098,0.98,0.6556210410058998
CPI-knockoff,0.5,0.09090909090909091,1.0,0.6920562367933569
CPI-knockoff,0.7,0.0,0.88,0.6601693758044991
CPI-knockoff,0.9,0.1875,0.26,0.7185822427109395
CPI-LS-knockoff,0.0,0.18032786885245902,1.0,0.6194622996861349
CPI-LS-knockoff,0.1,0.16666666666666666,1.0,0.6295694833893608
CPI-LS-knockoff,0.3,0.0392156862745098,0.98,0.6556210410058998
CPI-LS-knockoff,0.5,0.09090909090909091,1.0,0.6920562367933569
CPI-LS-knockoff,0.7,0.0,0.88,0.6601693758044991
CPI-LS-knockoff,0.9,0.1875,0.26,0.7185822427109395
m-X-knockoff,0.0,0.07547169811320754,0.98,0.6586590853025571
m-X-knockoff,0.1,0.14035087719298245,0.98,0.668948951428591
m-X-knockoff,0.3,0.10909090909090909,0.98,0.6779293890422632
m-X-knockoff,0.5,0.17857142857142858,0.92,0.6959682299786194
m-X-knockoff,0.7,0.027777777777777776,0.7,0.6310337181432828
m-X-knockoff,0.9,0.0,0.0,0.6781285635116376
CPI-knockoff,0.0,0.10909090909090909,0.98,0.5616313114686287
CPI-knockoff,0.1,0.23076923076923078,1.0,0.6193171942242818
CPI-knockoff,0.3,0.10714285714285714,1.0,0.5848713624570635
CPI-knockoff,0.5,0.125,0.98,0.6267751700318908
CPI-knockoff,0.7,0.12962962962962962,0.94,0.5894447479801028
CPI-knockoff,0.9,0.0,0.0,0.630943144446946
CPI-LS-knockoff,0.0,0.10909090909090909,0.98,0.5616313114686287
CPI-LS-knockoff,0.1,0.23076923076923078,1.0,0.6193171942242818
CPI-LS-knockoff,0.3,0.10714285714285714,1.0,0.5848713624570635
CPI-LS-knockoff,0.5,0.125,0.98,0.6267751700318908
CPI-LS-knockoff,0.7,0.12962962962962962,0.94,0.5894447479801028
CPI-LS-knockoff,0.9,0.0,0.0,0.630943144446946
m-X-knockoff,0.0,0.07407407407407407,1.0,0.6631415744313236
m-X-knockoff,0.1,0.038461538461538464,1.0,0.6344441238272401
m-X-knockoff,0.3,0.058823529411764705,0.96,0.6537962342587431
m-X-knockoff,0.5,0.0625,0.9,0.6608590188066994
m-X-knockoff,0.7,0.05,0.76,0.6045353036269046
m-X-knockoff,0.9,0.0,0.0,0.6273368052150714
CPI-knockoff,0.0,0.12280701754385964,1.0,0.5541246516666479
CPI-knockoff,0.1,0.12280701754385964,1.0,0.592946816736438
CPI-knockoff,0.3,0.23076923076923078,1.0,0.6017980949965467
CPI-knockoff,0.5,0.19672131147540983,0.98,0.6417042121885196
CPI-knockoff,0.7,0.34328358208955223,0.88,0.6408641057179196
CPI-knockoff,0.9,0.25,0.12,0.7253387986862279
CPI-LS-knockoff,0.0,0.12280701754385964,1.0,0.5541246516666479
CPI-LS-knockoff,0.1,0.12280701754385964,1.0,0.592946816736438
CPI-LS-knockoff,0.3,0.23076923076923078,1.0,0.6017980949965467
CPI-LS-knockoff,0.5,0.19672131147540983,0.98,0.6417042121885196
CPI-LS-knockoff,0.7,0.34328358208955223,0.88,0.6408641057179196
CPI-LS-knockoff,0.9,0.25,0.12,0.7253387986862279
m-X-knockoff,0.0,0.05660377358490566,1.0,0.6920081637163549
m-X-knockoff,0.1,0.125,0.98,0.6681021997430016
m-X-knockoff,0.3,0.07547169811320754,0.98,0.6352212672994872
m-X-knockoff,0.5,0.061224489795918366,0.92,0.6449372092671686
m-X-knockoff,0.7,0.06521739130434782,0.86,0.6590927764970298
m-X-knockoff,0.9,0.0,0.0,0.6290518066772917
CPI-knockoff,0.0,0.09090909090909091,1.0,0.5575841021478506
CPI-knockoff,0.1,0.20634920634920634,1.0,0.6525949810556035
CPI-knockoff,0.3,0.15517241379310345,0.98,0.6301968140211248
CPI-knockoff,0.5,0.14545454545454545,0.94,0.6149401346840221
CPI-knockoff,0.7,0.2698412698412698,0.92,0.6482790976086081
CPI-knockoff,0.9,0.0,0.0,0.6749634007836094
CPI-LS-knockoff,0.0,0.09090909090909091,1.0,0.5575841021478506
CPI-LS-knockoff,0.1,0.20634920634920634,1.0,0.6525949810556035
CPI-LS-knockoff,0.3,0.15517241379310345,0.98,0.6301968140211248
CPI-LS-knockoff,0.5,0.14545454545454545,0.94,0.6149401346840221
CPI-LS-knockoff,0.7,0.2698412698412698,0.92,0.6482790976086081
CPI-LS-knockoff,0.9,0.0,0.0,0.6749634007836094
