fdp_mx,fdp_cpi,power_mx,power_cpi
0.09090909090909091,0.0,0.8,0.26
0.15384615384615385,0.1,0.88,0.18
0.0975609756097561,0.2727272727272727,0.74,0.16
0.05405405405405406,0.0,0.7,0.0
0.16981132075471697,0.0,0.88,0.0
0.2,0.0,0.56,0.0
0.15384615384615385,0.20833333333333334,0.88,0.38
0.06818181818181818,0.0,0.82,0.0
0.1891891891891892,0.0,0.6,0.0
0.07692307692307693,0.0,0.72,0.0
